Date,Id,Total electricity consumption,Air Temperature,Radiant Temperature,Operative Temperature,Outside Dry-Bulb Temperature,Glazing,Walls,Ceilings (int),Floors (int),Ground Floors,Partitions (int),Roofs,External Infiltration,External Vent.,General Lighting,Computer + Equip,Occupancy,Solar Gains Interior Windows,Solar Gains Exterior Windows,Zone Sensible Heating,Zone Sensible Cooling,Sensible Cooling,Total Cooling,Mech Vent + Nat Vent + Infiltration
12/01/02,284,0.54,29.43,30.48,29.95,24.14,-1.54,-0.64,3.54,1.39,-1.82,0.11,1.27,-3.67,0,0,0.54,0,0,0,0,0,0,0,0.71
12/01/02,285,0.54,29.17,30.22,29.7,24.17,-1.49,-0.09,3.45,1.64,-1.78,0.19,0.72,-3.46,0,0,0.54,0,0,0,0,0,0,0,0.71
12/01/02,286,0.54,29.01,30.02,29.52,23.96,-1.45,0.24,3.17,1.62,-1.74,0.25,0.33,-3.5,0,0,0.54,0,0,0,0,0,0,0,0.71
12/01/02,287,0.54,28.73,29.8,29.26,23.39,-1.9,0.64,3.09,1.74,-1.55,0.32,0.22,-3.71,0,0,0.54,0,0,0,0,0,0,0,0.71
13/01/02,288,0.54,28.31,29.53,28.92,21.64,-2.56,1.07,3.13,1.99,-1.29,0.39,0.18,-4.66,0,0,0.54,0,0,0,0,0,0,0,0.72
13/01/02,289,0.54,27.75,29.22,28.48,19.76,-3.03,1.61,3.32,2.46,-0.94,0.48,0.16,-5.6,0,0,0.54,0,0,0,0,0,0,0,0.72
13/01/02,290,0.54,27.24,28.89,28.07,17.95,-3.56,2.06,3.43,2.84,-0.63,0.55,0.06,-6.56,0,0,0.54,0,0,0,0,0,0,0,0.72
13/01/02,291,0.54,26.83,28.57,27.7,17.39,-3.42,2.41,3.42,3.15,-0.38,0.61,-0.14,-6.67,0,0,0.54,0,0,0,0,0,0,0,0.72
13/01/02,292,0.54,26.63,28.3,27.46,17.44,-3.33,2.49,3.14,3.09,-0.28,0.63,-0.4,-6.5,0,0,0.54,0,0,0,0,0,0,0,0.72
13/01/02,293,0.54,26.56,28.07,27.31,18.77,-3.03,2.48,2.83,2.94,-0.22,0.63,-0.58,-5.48,0,0,0.54,0,0,0,0,0,0,0,0.72
13/01/02,294,0.54,26.66,27.92,27.29,20.23,-2.63,2.21,2.32,2.47,-0.29,0.59,-0.74,-4.51,0,0,0.54,0,0,0,0,0,0,0,0.72
13/01/02,295,0.54,26.76,27.8,27.28,21.79,-2.24,1.97,1.91,2.07,-0.31,0.55,-0.77,-3.47,0,0,0.54,0,0,0,0,0,0,0,0.71
13/01/02,296,0.54,27.06,27.87,27.47,24.06,-1.07,1.16,0.78,0.19,-1.54,0.42,-1.35,-2.08,0,0,0.54,0,0.03,4.03,0,0,0,0,0.71
13/01/02,297,0.54,27.99,28.78,28.39,26.63,2.36,-1.54,-2.95,-6.5,-5.99,0.03,-3.38,-0.94,0,0,0.54,0,0.18,21.43,0,0,0,0,0.7
13/01/02,298,0.54,29.63,30,29.82,28.91,5.29,-4.06,-5.96,-10.66,-8.12,-0.32,-4.24,-0.5,0,0,0.54,0,0.29,31.02,0,0,0,0,0.7
13/01/02,299,0.54,30.7,30.87,30.78,30.64,6.07,-5.27,-6.34,-9.78,-6.97,-0.47,-3.44,-0.05,0,0,0.54,0,0.3,27.91,0,0,0,0,0.7
13/01/02,300,0.54,31.63,31.64,31.63,31.76,6.53,-6.16,-5.98,-9.74,-6.96,-0.59,-2.55,0.08,0,0,0.54,0,0.35,26.49,0,0,0,0,0.7
13/01/02,301,0.54,32.25,32.24,32.25,32.41,6.32,-6.62,-5.26,-8.82,-6.43,-0.66,-1.65,0.1,0,0,0.54,0,0.35,23.64,0,0,0,0,0.7
13/01/02,302,0.54,32.98,32.95,32.96,32.85,6.93,-7.28,-5.1,-9.58,-7.25,-0.77,-1.27,-0.09,0,0,0.54,0,0.34,25.02,0,0,0,0,0.7
13/01/02,303,0.54,33.49,33.6,33.55,33.13,6.75,-7.72,-4.91,-9.55,-7.39,-0.86,-0.91,-0.25,0,0,0.54,0,0.29,25.37,0,0,0,0,0.7
13/01/02,304,0.54,34.08,34.28,34.18,33.08,6.47,-7.79,-4.21,-10.53,-8.4,-0.89,-0.28,-0.68,0,0,0.54,0,0.27,26.98,0,0,0,0,0.7
13/01/02,305,0.54,34.22,34.41,34.31,32.5,4.3,-6.61,-1.94,-6.71,-5.89,-0.73,0.93,-1.17,0,0,0.54,0,0.17,17,0,0,0,0,0.7
13/01/02,306,0.54,33.86,34.19,34.03,31.14,1.97,-4.88,0.58,-3.67,-4.48,-0.5,1.74,-1.85,0,0,0.54,0,0.09,9.56,0,0,0,0,0.71
13/01/02,307,0.54,33.13,33.61,33.37,29.13,-0.53,-2.52,3.6,0.03,-2.68,-0.18,2.63,-2.73,0,0,0.54,0,0,0.22,0,0,0,0,0.71
13/01/02,308,0.54,32.36,33.18,32.77,26.74,-1.45,-1.43,4.3,1.07,-2.76,-0.03,1.88,-3.86,0,0,0.54,0,0,0,0,0,0,0,0.71
13/01/02,309,0.54,31.53,32.79,32.16,24.49,-2.15,-0.39,4.66,1.91,-2.56,0.14,1.34,-4.87,0,0,0.54,0,0,0,0,0,0,0,0.72
13/01/02,310,0.54,30.9,32.4,31.65,22.83,-2.69,0.52,4.79,2.48,-2.27,0.28,0.91,-5.61,0,0,0.54,0,0,0,0,0,0,0,0.72
13/01/02,311,0.54,30.44,32.04,31.24,21.86,-2.9,1.18,4.68,2.77,-2.04,0.39,0.48,-5.98,0,0,0.54,0,0,0,0,0,0,0,0.72
14/01/02,312,0.54,30.09,31.71,30.9,21.41,-3.03,1.67,4.45,2.9,-1.82,0.47,0.13,-6.06,0,0,0.54,0,0,0,0,0,0,0,0.72
14/01/02,313,0.54,29.79,31.39,30.59,21.17,-3.21,2.04,4.2,2.95,-1.61,0.53,-0.13,-6.02,0,0,0.54,0,0,0,0,0,0,0,0.72
14/01/02,314,0.54,29.5,31.1,30.3,20.79,-3.2,2.32,3.93,2.96,-1.41,0.58,-0.35,-6.09,0,0,0.54,0,0,0,0,0,0,0,0.72
14/01/02,315,0.54,29.18,30.81,29.99,20.23,-3.23,2.54,3.71,2.98,-1.19,0.62,-0.47,-6.27,0,0,0.54,0,0,0,0,0,0,0,0.72
14/01/02,316,0.54,28.85,30.52,29.69,19.69,-3.4,2.73,3.56,3.02,-0.96,0.66,-0.46,-6.43,0,0,0.54,0,0,0,0,0,0,0,0.72
14/01/02,317,0.54,29.01,30.33,29.67,22.94,-2.59,2.57,3.08,2.62,-0.98,0.64,-0.65,-4.22,0,0,0.54,0,0,0,0,0,0,0,0.71
14/01/02,318,7.78,24.08,29.73,26.9,24.75,-1.33,5.79,5.62,7.01,1.56,1.18,1.64,0.45,0,0,0.54,0,0,0,0,-32.82,-32.56,-32.56,1.55
14/01/02,319,6.1,24,28.96,26.48,24.54,-1.15,6.3,6.1,7.76,1.75,1.27,1.85,0.36,0,0,0.54,0,0,0,0,-25.03,-25.03,-25.03,0.7
14/01/02,320,29.16,24,28.72,26.36,24.69,-0.61,4.62,3.42,4.95,0.46,1,-0.08,0.46,0.19,10.21,10.01,1.62,0.01,1.39,0,-37.01,-37.89,-37.89,2.27
14/01/02,321,31.24,24,28.84,26.42,25.74,1.2,3.35,1.19,1.63,-1.1,0.81,-1.24,1.18,0.84,10.21,10.01,3.23,0.09,9.76,0,-40.27,-44.7,-44.92,3.76
14/01/02,322,37.65,24,29.48,26.74,27.61,4.85,1.33,-1.71,-3.23,-3.48,0.54,-2.52,2.46,3.04,10.21,10.01,6.47,0.23,23.48,0,-50.33,-68.71,-69.05,6.66
14/01/02,323,46.49,24,30.07,27.04,30.02,7.37,0.29,-2.48,-4.77,-3.66,0.42,-1.73,4.07,4.58,10.21,10.01,6.47,0.3,27.86,0,-57.53,-88.36,-108.8,6.59
14/01/02,324,55.1,24,30.53,27.26,32.19,9.22,-0.29,-2.23,-4.56,-3.15,0.37,-0.25,5.5,6.01,10.21,10.01,6.47,0.36,27.11,0,-63.36,-105.48,-147.56,6.55
14/01/02,325,55.54,24,30.75,27.37,33.46,9.68,-0.52,-1.64,-3.03,-2.21,0.35,1.2,6.33,6.81,10.21,10.01,4.85,0.35,23.72,0,-65.08,-101.76,-151.9,5.26
14/01/02,326,57.52,24,30.92,27.46,33.42,9.68,-0.76,-1.42,-2.63,-2.21,0.3,1.92,6.31,5.28,10.21,10.01,4.85,0.31,23.58,0,-64.54,-101.21,-160.77,5.11
14/01/02,327,62.84,25.59,31.09,28.34,32.33,7.77,-1.83,-2.12,-2.68,-2.73,0.1,1.72,4.5,7.33,10.21,10.01,5.89,0.23,19.99,0,-52.73,-87.12,-182.37,6.99
14/01/02,328,61.56,24.7,30.91,27.8,30.55,5.39,-0.2,-0.01,0.34,-0.95,0.31,3.13,3.91,6.38,10.21,10.01,6.01,0.14,12.77,0,-61.21,-92.06,-176.63,7
14/01/02,329,54.22,24,30.24,27.12,28.8,3.61,1.9,2.94,3.48,0.54,0.6,3.88,3.24,5.29,10.21,10.01,6.47,0.06,6.09,0,-57.72,-82.7,-143.58,6.97
14/01/02,330,40.03,24,29.68,26.84,27.39,2.12,2.76,3.76,4.51,0.8,0.7,3.41,2.31,1.88,10.21,10.01,3.23,0.02,2.25,0,-47.44,-56.24,-84.48,3.83
14/01/02,331,33.61,24,29.18,26.59,26.59,0.95,3.33,3.91,4.86,0.97,0.77,2.68,1.76,0.54,10.21,10.01,1.62,0,0.12,0,-41.23,-44.59,-57.93,2.19
14/01/02,332,10.01,28.39,29.09,28.74,26.15,0.03,1.28,1.82,1.32,-0.71,0.41,0.34,-1.54,0,0,10.01,0,0,0,0,0,0,0,0.71
14/01/02,333,0.54,29.51,29.28,29.39,25.88,-0.67,0.47,0.32,-0.21,-1.12,0.28,-0.73,-2.51,0,0,0.54,0,0,0,0,0,0,0,0.71
14/01/02,334,0.54,28.57,29.16,28.86,25.42,-0.83,1.15,0.88,0.44,-0.68,0.39,-0.31,-2.17,0,0,0.54,0,0,0,0,0,0,0,0.71
14/01/02,335,0.54,28.34,29.04,28.69,24.83,-1.06,1.33,1,0.7,-0.55,0.42,-0.36,-2.44,0,0,0.54,0,0,0,0,0,0,0,0.71
15/01/02,336,0.54,28.15,28.93,28.54,24.23,-1.22,1.45,1.08,0.88,-0.45,0.44,-0.38,-2.72,0,0,0.54,0,0,0,0,0,0,0,0.71
15/01/02,337,0.54,27.98,28.8,28.39,23.88,-1.45,1.55,1.14,1.03,-0.35,0.46,-0.38,-2.85,0,0,0.54,0,0,0,0,0,0,0,0.71
15/01/02,338,0.54,27.86,28.67,28.27,23.92,-1.69,1.6,1.16,1.13,-0.28,0.47,-0.42,-2.73,0,0,0.54,0,0,0,0,0,0,0,0.71
15/01/02,339,0.54,27.84,28.58,28.21,24.38,-1.44,1.54,1.06,1.11,-0.29,0.46,-0.57,-2.4,0,0,0.54,0,0,0,0,0,0,0,0.71
15/01/02,340,0.54,27.87,28.5,28.19,24.79,-1.29,1.42,0.91,1.02,-0.32,0.44,-0.66,-2.13,0,0,0.54,0,0,0,0,0,0,0,0.71
15/01/02,341,0.54,27.55,28.37,27.96,22.71,-1.92,1.51,1.03,1.19,-0.15,0.46,-0.51,-3.37,0,0,0.54,0,0,0,0,0,0,0,0.71
15/01/02,342,1.81,24.04,27.87,25.96,21.09,-2.01,3.85,3.22,4.41,1.73,0.85,1,-2.07,0,0,0.54,0,0,0,0,-15,-1.77,-5.7,5.06
15/01/02,343,0.54,24,27.37,25.69,21.21,-1.81,4.15,3.58,4.94,1.75,0.89,0.88,-1.95,0,0,0.54,0,0,0,0,-13.13,0,0,5.48
15/01/02,344,20.88,24,27.32,25.66,22.02,-0.98,2.59,1.25,2.55,0.4,0.64,-0.98,-1.38,0,10.21,10.01,1.62,0.01,1.42,0,-26.64,-0.65,-0.65,14.26
15/01/02,345,29.89,24,27.63,25.81,23.84,1.15,1.34,-0.78,-0.67,-1.39,0.46,-2.1,-0.12,0.07,10.21,10.01,3.23,0.09,10.35,0,-30.89,-25.77,-38.82,9.93
15/01/02,346,37.67,24,28.47,26.23,26.14,5.05,-0.67,-3.5,-5.47,-3.85,0.19,-3.26,1.46,1.56,10.21,10.01,6.47,0.24,24.48,0,-41.51,-52.51,-69.14,6.55
15/01/02,347,44.67,24,29.08,26.54,28.38,6.9,-1.48,-3.78,-5.6,-3.25,0.11,-2.07,2.97,4.04,10.21,10.01,6.47,0.28,25.78,0,-49.3,-71.79,-100.6,6.75
15/01/02,348,49.83,24,29.58,26.79,29.76,8.14,-1.97,-3.37,-5.3,-2.95,0.06,-0.4,3.9,5.24,10.21,10.01,6.47,0.33,25.29,0,-54.43,-84.11,-123.85,6.74
15/01/02,349,48.38,24,29.82,26.91,30.29,7.76,-1.93,-2.4,-3.46,-1.87,0.08,1.36,4.25,2.17,10.21,10.01,4.85,0.3,21.27,0,-51.78,-76.18,-119.66,4.89
15/01/02,350,49.63,24,29.77,26.89,29.9,6.36,-1.44,-1.13,-1.39,-1.04,0.12,2.5,3.99,3.77,10.21,10.01,4.85,0.2,16.17,0,-52.57,-75.57,-125.28,5.19
15/01/02,351,53.19,24,29.75,26.88,29.16,5.62,-1.24,-0.77,-1.11,-1.44,0.12,2.25,3.5,3.24,10.21,10.01,6.47,0.18,16.18,0,-52.49,-79.35,-138.94,6.47
15/01/02,352,54.45,24,29.74,26.87,28.34,4.98,-0.92,-0.44,-0.86,-1.58,0.15,1.96,2.95,4.25,10.21,10.01,6.47,0.17,16.32,0,-52.9,-75.58,-144.64,6.84
15/01/02,353,53.81,24,29.62,26.81,27.69,4.24,-0.31,0.33,0.01,-1.23,0.23,1.99,2.51,2.79,10.21,10.01,6.47,0.14,13.73,0,-50.36,-69.73,-141.77,6.63
15/01/02,354,44.25,24,29.27,26.64,26.94,2.77,0.83,1.83,2.05,-0.14,0.39,2.45,2,1.22,10.21,10.01,3.23,0.07,7.42,0,-43.78,-51.62,-103.47,3.69
15/01/02,355,36.84,24,28.73,26.36,26.23,1.01,2.05,3.3,3.99,0.82,0.55,2.72,1.52,0.45,10.21,10.01,1.62,0,0.21,0,-37.96,-40.98,-72.46,2.18
15/01/02,356,10.01,27.82,28.58,28.2,25.38,-0.14,0.53,1.79,1.15,-0.7,0.26,0.64,-1.69,0,0,10.01,0,0,0,0,0,0,0,0.71
15/01/02,357,0.54,28.11,28.63,28.37,24.63,-0.79,0.34,1.03,0.34,-0.81,0.24,-0.06,-2.41,0,0,0.54,0,0,0,0,0,0,0,0.71
15/01/02,358,0.54,27.7,28.47,28.08,23.77,-1.22,0.87,1.33,0.84,-0.53,0.32,-0.01,-2.72,0,0,0.54,0,0,0,0,0,0,0,0.71
15/01/02,359,0.54,27.45,28.33,27.89,23.15,-1.36,1.13,1.4,1.11,-0.4,0.36,-0.15,-2.99,0,0,0.54,0,0,0,0,0,0,0,0.71
16/01/02,360,0.54,27.27,28.19,27.73,22.63,-1.53,1.3,1.4,1.26,-0.31,0.39,-0.27,-3.23,0,0,0.54,0,0,0,0,0,0,0,0.71
16/01/02,361,0.54,27.09,28.05,27.57,22.34,-1.5,1.42,1.38,1.37,-0.23,0.42,-0.35,-3.32,0,0,0.54,0,0,0,0,0,0,0,0.71
16/01/02,362,0.54,26.97,27.94,27.45,22.11,-1.43,1.46,1.3,1.37,-0.19,0.42,-0.41,-3.39,0,0,0.54,0,0,0,0,0,0,0,0.71
16/01/02,363,0.54,26.85,27.81,27.33,22.06,-1.51,1.5,1.27,1.4,-0.12,0.43,-0.4,-3.34,0,0,0.54,0,0,0,0,0,0,0,0.71
16/01/02,364,0.54,26.7,27.66,27.18,21.79,-1.92,1.55,1.28,1.46,-0.02,0.44,-0.36,-3.43,0,0,0.54,0,0,0,0,0,0,0,0.71
16/01/02,365,0.54,26.5,27.52,27.01,21.35,-1.89,1.62,1.3,1.57,0.07,0.45,-0.41,-3.61,0,0,0.54,0,0,0,0,0,0,0,0.71
16/01/02,366,1,24,27.17,25.58,21.08,-1.61,3.13,2.6,3.63,1.31,0.71,0.48,-2.05,0,0,0.54,0,0,0,0,-11.16,-1.38,-2.06,3.94
16/01/02,367,0.54,24,26.79,25.4,21.13,-1.42,3.33,2.82,3.96,1.34,0.74,0.43,-2.02,0,0,0.54,0,0,0,0,-9.84,0,0,4.17
16/01/02,368,20.74,24,26.77,25.39,21.7,-1.01,1.89,0.74,1.9,0.2,0.51,-1.15,-1.61,0,10.21,10.01,1.62,0.01,0.78,0,-23.39,0,0,11.11
16/01/02,369,23.77,24,27,25.5,23,0.49,0.92,-0.82,-0.46,-1.12,0.36,-1.98,-0.7,-0.01,10.21,10.01,3.23,0.07,7.35,0,-26.66,-11.28,-11.28,16.2
16/01/02,370,33.37,24,27.81,25.9,24.98,3.94,-1.11,-3.65,-5.33,-3.84,0.09,-3.36,0.66,0.84,10.21,10.01,6.47,0.21,22.1,0,-35.9,-40.9,-49.78,6.67
16/01/02,371,40.76,24,28.56,26.28,27.3,6.38,-2.11,-4.32,-6.67,-4.03,-0.02,-2.59,2.25,3.16,10.21,10.01,6.47,0.29,26.82,0,-44.45,-61.4,-83.02,6.8
16/01/02,372,46.88,24,29.09,26.55,29.39,7.78,-2.58,-3.92,-5.71,-3.19,-0.06,-1.12,3.65,5.01,10.21,10.01,6.47,0.32,25.18,0,-50.84,-78.54,-110.56,6.75
16/01/02,373,47.74,24,29.36,26.68,30.73,7.75,-2.63,-3.11,-3.81,-2.25,-0.06,0.31,4.54,3.48,10.21,10.01,4.85,0.29,21.55,0,-50.42,-76.45,-116.76,5.08
16/01/02,374,49.9,24,29.66,26.83,31.04,8.08,-2.73,-2.66,-3.93,-2.81,-0.08,1.07,4.74,3.27,10.21,10.01,4.85,0.3,22.7,0,-52.19,-79.54,-126.48,5.02
16/01/02,375,55.3,24,29.86,26.93,30.44,7.55,-2.63,-2.15,-3.31,-2.64,-0.08,1.66,4.35,4.88,10.21,10.01,6.47,0.25,22.07,0,-55.82,-89.22,-148.46,6.61
16/01/02,376,54.48,24,29.78,26.89,29.23,5.85,-1.71,-0.55,-1.3,-1.7,0.04,2.64,3.54,4.54,10.21,10.01,6.47,0.18,16.57,0,-54.04,-81.24,-144.79,6.72
16/01/02,377,52.15,24,29.39,26.7,27.89,3.54,-0.38,1.41,1.2,-0.63,0.2,3.32,2.64,3.88,10.21,10.01,6.47,0.09,8.62,0,-49.93,-70.25,-134.29,6.85
16/01/02,378,42.88,24,29.03,26.52,26.71,2.3,0.49,2.2,2.21,-0.43,0.31,2.86,1.85,0.98,10.21,10.01,3.23,0.06,6.01,0,-41.7,-48.94,-97.28,3.63
16/01/02,379,36.12,24,28.54,26.27,25.8,0.93,1.63,3.3,3.78,0.4,0.47,2.73,1.23,0.27,10.21,10.01,1.62,0,0.2,0,-36.26,-38.74,-69.23,2.14
16/01/02,380,10.01,28.32,28.41,28.36,25.19,-0.33,0.16,1.75,0.97,-1.03,0.19,0.53,-2.17,0,0,10.01,0,0,0,0,0,0,0,0.71
16/01/02,381,0.54,28.42,28.47,28.45,24.75,-0.83,0.06,1.02,0.12,-1.09,0.17,-0.06,-2.54,0,0,0.54,0,0,0,0,0,0,0,0.71
16/01/02,382,0.54,27.67,28.35,28.01,24.23,-0.84,0.61,1.32,0.64,-0.84,0.27,-0.03,-2.39,0,0,0.54,0,0,0,0,0,0,0,0.71
16/01/02,383,0.54,27.43,28.2,27.82,23.63,-1.11,0.9,1.44,0.92,-0.69,0.32,-0.11,-2.65,0,0,0.54,0,0,0,0,0,0,0,0.71
17/01/02,384,0.54,27.21,28.06,27.64,22.96,-1.25,1.11,1.47,1.1,-0.59,0.35,-0.21,-2.96,0,0,0.54,0,0,0,0,0,0,0,0.71
17/01/02,385,0.54,26.99,27.9,27.44,22.39,-1.67,1.31,1.54,1.31,-0.45,0.39,-0.26,-3.21,0,0,0.54,0,0,0,0,0,0,0,0.71
17/01/02,386,0.54,26.78,27.74,27.26,21.95,-1.71,1.47,1.55,1.46,-0.35,0.41,-0.36,-3.37,0,0,0.54,0,0,0,0,0,0,0,0.71
17/01/02,387,0.54,26.62,27.59,27.1,21.67,-1.81,1.56,1.51,1.55,-0.26,0.43,-0.46,-3.45,0,0,0.54,0,0,0,0,0,0,0,0.71
17/01/02,388,0.54,26.46,27.44,26.95,21.48,-1.86,1.63,1.47,1.62,-0.18,0.44,-0.52,-3.48,0,0,0.54,0,0,0,0,0,0,0,0.71
17/01/02,389,0.54,26.25,27.29,26.77,20.77,-1.95,1.7,1.44,1.7,-0.08,0.46,-0.54,-3.84,0,0,0.54,0,0,0,0,0,0,0,0.71
17/01/02,390,0.62,23.99,26.92,25.46,19.9,-2.16,3.11,2.67,3.61,1.07,0.69,0.34,-2.88,0,0,0.54,0,0,0,0,-9.21,-0.36,-0.36,2.81
17/01/02,391,0.54,24,26.54,25.27,19.79,-2.09,3.28,2.83,3.89,1.11,0.72,0.24,-2.96,0,0,0.54,0,0,0,0,-7.7,0,0,2.56
17/01/02,392,20.74,24,26.55,25.27,20.59,-1.41,1.84,0.7,1.83,-0.05,0.48,-1.43,-2.4,0,10.21,10.01,1.62,0.01,0.74,0,-21.46,0,0,7.14
17/01/02,393,22.76,24,26.76,25.38,22.56,0.03,0.94,-0.75,-0.2,-1.09,0.35,-2.18,-1.01,-0.19,10.21,10.01,3.23,0.06,6.33,0,-24.89,-6.74,-6.74,14.56
17/01/02,394,32.81,24,27.52,25.76,25.06,3.77,-1.01,-3.49,-4.77,-3.75,0.08,-3.52,0.72,0.82,10.21,10.01,6.47,0.19,19.81,0,-34.23,-39.66,-47.25,6.49
17/01/02,395,39.18,24,28.47,26.24,27.5,7.27,-2.37,-4.67,-7.88,-5,-0.07,-2.92,2.38,3,10.21,10.01,6.47,0.31,28.78,0,-43.96,-61.87,-75.9,6.7
17/01/02,396,43.38,24,29.06,26.53,29.02,8.32,-2.83,-4.07,-6.58,-3.7,-0.1,-0.81,3.41,4.84,10.21,10.01,6.47,0.34,26.03,0,-50.21,-75.93,-94.84,6.8
17/01/02,397,43.48,24,29.38,26.69,29.59,8.05,-2.83,-2.98,-4.77,-2.73,-0.08,1.17,3.78,2.99,10.21,10.01,4.85,0.32,22.21,0,-49.27,-70.8,-97.62,5.09
17/01/02,398,44.36,24,29.41,26.71,29.26,6.69,-2.45,-1.78,-2.57,-1.84,-0.05,2.39,3.56,3.77,10.21,10.01,4.85,0.22,17.36,0,-49.72,-70.08,-101.55,5.26
17/01/02,399,47.86,24,29.59,26.8,28.63,6.4,-2.54,-1.81,-3.02,-2.7,-0.09,2.08,3.14,4.13,10.21,10.01,6.47,0.23,20.19,0,-51.92,-75.83,-114.97,6.76
17/01/02,400,48.53,24,29.45,26.72,27.84,4.6,-1.49,-0.16,-0.86,-1.62,0.05,2.85,2.61,2.79,10.21,10.01,6.47,0.15,14.19,0,-49.1,-69.05,-117.97,6.57
17/01/02,401,49.07,24,29.26,26.63,27.19,3.56,-0.75,0.74,0.18,-1.45,0.14,2.62,2.17,1.76,10.21,10.01,6.47,0.12,11.38,0,-46.42,-63.1,-120.43,6.41
17/01/02,402,42.6,24,28.88,26.44,26.38,2.25,0.43,2.12,2.11,-0.5,0.3,2.74,1.62,0.55,10.21,10.01,3.23,0.06,5.56,0,-40.11,-46.49,-96.03,3.5
17/01/02,403,35.34,24,28.39,26.2,25.38,0.83,1.51,3.2,3.57,0.17,0.44,2.61,0.94,0.25,10.21,10.01,1.62,0,0.2,0,-35.04,-36.95,-65.72,2.17
17/01/02,404,10.01,28.04,28.24,28.14,24.06,-0.57,0.2,1.87,1,-1.08,0.2,0.61,-2.76,0,0,10.01,0,0,0,0,0,0,0,0.71
17/01/02,405,0.54,27.72,28.24,27.98,22.88,-1.21,0.3,1.38,0.45,-1.02,0.21,0.15,-3.37,0,0,0.54,0,0,0,0,0,0,0,0.71
17/01/02,406,0.54,27.02,28.02,27.52,21.81,-1.65,1,1.87,1.17,-0.64,0.33,0.25,-3.64,0,0,0.54,0,0,0,0,0,0,0,0.71
17/01/02,407,0.54,26.72,27.81,27.27,21.27,-2.02,1.34,1.99,1.51,-0.46,0.38,0.08,-3.81,0,0,0.54,0,0,0,0,0,0,0,0.71
18/01/02,408,0.54,26.55,27.64,27.09,21.14,-1.95,1.5,1.9,1.64,-0.4,0.41,-0.21,-3.79,0,0,0.54,0,0,0,0,0,0,0,0.71
18/01/02,409,0.54,26.46,27.5,26.98,21.35,-1.63,1.56,1.72,1.64,-0.38,0.43,-0.46,-3.57,0,0,0.54,0,0,0,0,0,0,0,0.71
18/01/02,410,0.54,26.39,27.36,26.87,21.56,-1.75,1.57,1.57,1.6,-0.33,0.44,-0.55,-3.38,0,0,0.54,0,0,0,0,0,0,0,0.71
18/01/02,411,0.54,26.28,27.21,26.75,21.66,-1.84,1.6,1.49,1.61,-0.25,0.44,-0.59,-3.23,0,0,0.54,0,0,0,0,0,0,0,0.71
18/01/02,412,0.54,26.14,27.08,26.61,21.33,-1.78,1.6,1.39,1.6,-0.19,0.45,-0.64,-3.37,0,0,0.54,0,0,0,0,0,0,0,0.71
18/01/02,413,0.54,25.7,26.88,26.29,18.79,-2.47,1.82,1.57,1.9,0.07,0.49,-0.48,-4.87,0,0,0.54,0,0,0,0,0,0,0,0.72
18/01/02,414,0.54,23.92,26.5,25.21,16.96,-2.69,3,2.62,3.53,1.02,0.68,0.21,-4.93,0,0,0.54,0,0,0,0,-5.53,0,0,1.5
18/01/02,415,0.54,24,26.18,25.09,17.14,-2.67,3.01,2.58,3.58,0.98,0.68,0.01,-4.86,0,0,0.54,0,0,0,0,-3.93,0,0,1.3
18/01/02,416,20.74,24,26.26,25.13,18.4,-1.66,1.38,0.2,0.98,-0.61,0.42,-1.86,-3.95,0,10.21,10.01,1.62,0.02,2.51,0,-18.49,0,0,4.09
18/01/02,417,21.32,24,26.84,25.42,21.06,1.31,-0.19,-2.22,-3.21,-3.05,0.2,-3.22,-2.06,-0.4,10.21,10.01,3.23,0.13,14.59,0,-24.2,-0.26,-0.26,10.24
18/01/02,418,29.89,24,27.81,25.9,24.3,5.21,-2.07,-4.48,-7.54,-5.18,-0.04,-3.92,0.2,0.27,10.21,10.01,6.47,0.26,27.27,0,-35.12,-34.09,-34.09,11.77
18/01/02,419,36.19,24,28.6,26.3,27.44,7.66,-2.94,-4.63,-7.96,-4.83,-0.13,-2.54,2.34,3.23,10.21,10.01,6.47,0.32,29.32,0,-44.98,-62.46,-62.46,6.76
18/01/02,420,40.37,24,29.17,26.59,29.41,8.85,-3.31,-3.84,-7.01,-4.14,-0.15,-0.55,3.66,4.45,10.21,10.01,6.47,0.36,27.31,0,-50.86,-78.42,-81.26,6.66
18/01/02,421,42.46,24,29.5,26.75,30.15,8.79,-3.35,-2.92,-5.26,-3.28,-0.14,1.05,4.15,3.27,10.21,10.01,4.85,0.36,24.22,0,-50.84,-74.42,-93.04,5.08
18/01/02,422,43.2,24,29.62,26.81,29.74,7.67,-3.19,-2.23,-3.16,-2.42,-0.13,1.78,3.88,3.35,10.21,10.01,4.85,0.27,20.82,0,-51.07,-73.16,-96.36,5.13
18/01/02,423,45.22,24,29.65,26.82,28.9,6.32,-2.74,-1.4,-2.35,-2.55,-0.1,2.04,3.32,5.18,10.21,10.01,6.47,0.22,19.6,0,-53.51,-78.68,-103.09,6.9
18/01/02,424,43.36,24,29.64,26.82,27.91,5.44,-2.16,-0.64,-1.66,-2.57,-0.04,2.03,2.66,3.19,10.21,10.01,6.47,0.2,18.45,0,-50.81,-70.92,-94.71,6.66
18/01/02,425,41.23,24,29.53,26.76,27.19,4.54,-1.31,0.43,-0.41,-2.03,0.08,2.21,2.17,2.18,10.21,10.01,6.47,0.15,14.73,0,-48.67,-65.06,-85.13,6.53
